con,hip,id,hd,hr,gl,bf,proper,ra,dec,dist,mag,spect,bayer,flam,lum
Her,87808.0,87537,163770.0,6695.0,,91The Her,,17.93755,37.250539,230.9469,3.86,K1IIvar,The,91.0,1328.0058862437309
Her,85112.0,84853,157778.0,6484.0,,75Rho Her,,17.394708,37.145946,120.6273,4.15,B9.5III,Rho,75.0,277.20432375777017
Her,84606.0,84348,156729.0,6436.0,,69    Her,,17.294517,37.291498,53.7924,4.64,A2V,,69.0,35.12367904656808
Her,77760.0,77524,142373.0,5914.0,Gl 602,1Chi Her,,15.877903,42.451518,15.8932,4.6,F9V,Chi,1.0,3.179801427691526
Her,79992.0,79750,147394.0,6092.0,,22Tau Her,,16.329011,46.313366,94.2507,3.91,B5IV,Tau,22.0,211.0571162884348
Her,81126.0,80880,149630.0,6168.0,,35Sig Her,,16.568384,42.437041,96.5251,4.2,B9Vvar,Sig,35.0,169.51182515314002
Her,80170.0,79928,147547.0,6095.0,,20Gam Her,,16.365338,19.15313,59.0667,3.74,A9III,Gam,20.0,97.00631337839567
Her,80816.0,80571,148856.0,6148.0,,27Bet Her,Kornephoros,16.503668,21.489613,42.6621,2.78,G8III,Bet,27.0,122.4616199265049
Her,88794.0,88517,166014.0,6779.0,,103Omi Her,,18.125708,28.762488,103.6269,3.84,B9.5V,Omi,103.0,272.14477464543666
Her,87933.0,87661,163993.0,6703.0,,92Xi  Her,,17.962744,29.24788,41.9463,3.7,K0III,Xi,92.0,50.72242398926514
Her,86974.0,86705,161797.0,6623.0,Gl 695A,86Mu  Her,,17.774319,27.720676,8.3105,3.42,G5IV,Mu,86.0,2.5775078699705363
Her,85693.0,85433,158899.0,6526.0,,76Lam Her,Maasym,17.512308,26.110645,113.2503,4.41,K3IIIvar,Lam,76.0,192.30917289101595
Her,84379.0,84121,156164.0,6410.0,GJ 3995A,65Del Her,Sarin,17.250531,24.839204,23.0362,3.12,A3IVv SB,Del,65.0,26.109586865859324
Oph,85755.0,85494,158643.0,6519.0,,51   Oph,,17.523598,-23.962643,124.3781,4.78,A0V,,51.0,165.0440985652279
Oph,84012.0,83755,155125.0,6378.0,Gl 656.1A,35Eta Oph,Sabik,17.172968,-15.72491,27.0929,2.43,A2.5Va,Eta,35.0,68.17105263058534
Oph,81377.0,81130,149757.0,6175.0,,13Zet Oph,,16.619316,-10.56709,112.2334,2.54,O9.5V,Zet,13.0,1057.791322499501
Oph,79882.0,79640,146791.0,6075.0,GJ 3949,2Eps Oph,Yed Posterior,16.305358,-4.692511,32.6371,3.23,G8III,Eps,2.0,47.38053933388255
Oph,83000.0,82745,153210.0,6299.0,,27Kap Oph,,16.961139,9.375033,28.0426,3.19,K2IIIvar,Kap,27.0,36.27438014764577
Oph,86032.0,85769,159561.0,6556.0,Gl 681,55Alp Oph,Rasalhague,17.582241,12.560035,14.8965,2.08,A5III,Alp,55.0,28.444611074479155
Oph,86742.0,86475,161096.0,6603.0,,60Bet Oph,Cebalrai,17.724543,4.567303,25.0941,2.76,K2III,Bet,60.0,43.17178444709226
Ara,85727.0,85467,158094.0,6500.0,,Del Ara,,17.518318,-60.683848,60.6796,3.6,B8V,Del,,116.41260294104907
Ara,82363.0,82112,151249.0,6229.0,,Eta Ara,,16.82976,-59.041378,91.7431,3.77,K5III,Eta,,227.6145393141645
Ara,83081.0,82826,152786.0,6285.0,GJ 9581,Zet Ara,,16.977006,-55.990141,149.0313,3.12,K5III,Zet,,1092.4460532267929
Ara,85792.0,85530,158427.0,6510.0,,Alp Ara,,17.530695,-49.876145,81.9672,2.84,B2Vne,Alp,,427.7598314820376
Ara,88714.0,88439,165024.0,6743.0,,The Ara,,18.11052,-50.091477,249.3766,3.65,B2Ib,The,,1877.5866989193505
Ara,85258.0,84999,157244.0,6461.0,,Bet Ara,,17.421665,-55.529884,198.0198,2.84,K3Ib-II,Bet,,2498.04351871415
Ara,85267.0,85008,157246.0,6462.0,,Gam Ara,,17.423239,-56.377727,341.2969,3.31,B1Ib,Gam,,4812.824218676023
Pav,100751.0,100425,193924.0,7790.0,,Alp Pav,Peacock,20.427459,-56.73509,54.8246,1.94,B2IV,Alp,,438.5306977749856
Pav,105858.0,105519,203608.0,8181.0,Gl 827,Gam Pav,,21.440705,-65.366198,9.2618,4.21,F6V,Gam,,1.545966219386674
Pav,102395.0,102064,197051.0,7913.0,,Bet Pav,,20.749314,-66.203212,41.425,3.42,A5IV,Bet,,64.0324324468947
Pav,99240.0,98924,190248.0,7665.0,Gl 780,Del Pav,,20.145157,-66.182068,6.1084,3.55,G5IV-Vvar,Del,,1.23594743344451
Pav,93015.0,92723,174694.0,7107.0,,Kap Pav,,18.949177,-67.233495,153.3742,4.4,F5Ib-II:,Kap,,356.1229809427621
Pav,92609.0,92319,173948.0,7074.0,,Lam Pav,,18.870288,-62.187593,438.5965,4.22,B2II-III,Lam,,3435.5794789987463
Pav,88866.0,88589,165040.0,6745.0,,Pi  Pav,,18.143,-63.668553,39.8565,4.33,Am,Pi,,25.63303319865898
Pav,86929.0,86661,160635.0,6582.0,,Eta Pav,,17.762221,-64.723871,107.9914,3.61,K1III,Eta,,365.4264677506526
Pav,90098.0,89819,168339.0,6855.0,,Xi  Pav,,18.387117,-61.493901,143.6782,4.35,M1III SB,Xi,,327.1899836231792
Pav,98495.0,98184,188228.0,7590.0,,Eps Pav,,20.009845,-72.910504,32.2165,3.97,A0V,Eps,,23.33458062281004
Pav,91792.0,91507,171759.0,6982.0,,Zet Pav,,18.71726,-71.428113,66.9792,4.01,K2III,Zet,,97.2747223776965
Sgr,95294.0,94999,181623.0,7343.0,,Bet2Sgr,Arkab Posterior,19.386976,-44.799778,41.1353,4.27,F2III,Bet-2,,28.866890179482727
Sgr,98032.0,97721,188114.0,7581.0,,Iot Sgr,,19.921026,-41.868288,55.7414,4.12,K0III,Iot,,60.869537233490085
Sgr,98412.0,98101,189103.0,7623.0,,The1Sgr,,19.995605,-35.276305,158.9825,4.37,B2.5IV,The-1,,393.3688806732022
Sgr,98688.0,98375,189763.0,7650.0,,62    Sgr,,20.044299,-27.709845,137.5516,4.43,M4III,,62.0,278.48384078050054
Sgr,96406.0,96104,184552.0,7431.0,,51    Sgr,,19.600459,-24.719081,90.2527,5.64,A1m...,,51.0,39.3368880673202
Sgr,93864.0,93569,177716.0,7234.0,GJ 9643,40Tau Sgr,,19.11567,-27.670423,37.2856,3.32,K1/K2III,Tau,40.0,56.91149576288411
Sgr,95347.0,95052,181869.0,7348.0,,Alp Sgr,Rukbat,19.398103,-40.61594,55.7414,3.96,B8V,Alp,,70.53424142580965
Sgr,95168.0,94873,181577.0,7340.0,GJ 4107,44Rho1Sgr,,19.361211,-17.847197,38.9257,3.92,F0III/IV,Rho-1,44.0,35.67795882885623
Sgr,94820.0,94525,180540.0,7304.0,,43    Sgr,,19.293911,-18.952908,147.7105,4.88,K0III,,43.0,212.22668969007816
Sgr,93683.0,93388,177241.0,7217.0,GJ 9641,39Omi Sgr,,19.07805,-21.741496,43.554,3.76,K0III,Omi,39.0,51.76068319505679
Sgr,93085.0,92793,175775.0,7150.0,,37Xi 2Sgr,,18.962167,-21.106654,111.9821,3.52,G8/K0II/III,Xi-2,37.0,426.97259404803344
Sgr,92855.0,92564,175191.0,7121.0,,34Sig Sgr,Nunki,18.92109,-26.296722,69.8324,2.05,B2.5V,Sig,34.0,642.6877173170194
Sgr,89341.0,89064,166937.0,6812.0,,13Mu  Sgr,Polis,18.229392,-21.058834,100000.0,3.84,B2III:,Mu,13.0,253512863.0497907
Sgr,90496.0,90217,169916.0,6913.0,Gl 713.1,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,2.82,K1IIIb,Lam,22.0,37.25632384666037
Sgr,92041.0,91754,173300.0,7039.0,,27Phi Sgr,,18.76094,-26.990778,73.3676,3.17,B8.5III,Phi,27.0,253.04630494613968
Sgr,93506.0,93213,176687.0,7194.0,,38Zet Sgr,Ascella,19.043532,-29.880105,27.0416,2.6,A3IV,Zet,38.0,58.07644175213118
Sgr,89931.0,89653,168454.0,6859.0,,19Del Sgr,Kaus Media,18.3499,-29.828103,106.6098,2.72,K3III,Del,19.0,808.3510373900685
Sgr,90185.0,89906,169022.0,6879.0,,20Eps Sgr,Kaus Australis,18.402868,-34.384616,43.9367,1.79,B9.5III,Eps,20.0,323.2957533680941
Sgr,89642.0,89364,167618.0,6832.0,,Eta Sgr,,18.293793,-36.761686,44.7427,3.1,M2III,Eta,,100.36909309200966
Sgr,88635.0,88361,165135.0,6746.0,,10Gam2Sgr,Alnasl,18.096803,-30.424091,29.7,2.98,K0III,Gam-2,10.0,49.38556196176077
Sgr,87072.0,86803,161592.0,6616.0,,3    Sgr,,17.792674,-27.830788,302.1148,4.53,F7II,,3.0,1225.744632049806
CrA,90887.0,90605,170642.0,6942.0,,,,18.539257,-39.704001,70.2741,5.16,A3V,,,37.11931900441403
CrA,91875.0,91589,172777.0,7021.0,,Lam CrA,,18.729706,-38.323441,62.9327,5.11,A0/A1V,Lam,,31.160183031054608
CrA,92989.0,92697,175362.0,7129.0,,,,18.944582,-37.343241,131.9261,5.36,B3V,,,108.8428737943594
CrA,93174.0,92881,175813.0,7152.0,,Eps CrA,,18.978721,-37.107357,30.1841,4.83,F3IV/V,Eps,,9.281111710201682
CrA,93825.0,93530,177474.0,7226.0,Gl 743.1A,Gam CrA,,19.106971,-37.063437,17.304,4.23,F7IV-V,Gam,,5.301515066784585
CrA,94114.0,93819,178253.0,7254.0,,Alp CrA,Meridiana,19.157869,-37.904474,38.432,4.11,A0/A1V,Alp,,29.187708481971423
CrA,94160.0,93865,178345.0,7259.0,,Bet CrA,,19.167154,-39.340796,145.3488,4.1,K0II/IIICN.,Bet,,421.5023497210444
CrA,94005.0,93710,177873.0,7242.0,,Del CrA,,19.139156,-40.496703,54.7345,4.57,K1III,Del,,38.76144867002412
CrA,93542.0,93248,176638.0,7188.0,,Zet CrA,,19.051907,-42.095105,59.2066,4.74,A0Vn,Zet,,38.79716572936907
CrA,92953.0,92661,175219.0,7122.0,,,,18.938044,-42.710676,90.5797,5.35,G6III-IV,,,51.76068319505679
